ocr_id,gene,chrom,distance,abs_distance,correlation
ImmGenATAC1219.peak_397,Pcmtd1,chr1,25183,25183,0.34979050291810687
ImmGenATAC1219.peak_398,Pcmtd1,chr1,27779,27779,-0.5728937161978213
ImmGenATAC1219.peak_399,Pcmtd1,chr1,32777,32777,0.11152794482857353
ImmGenATAC1219.peak_400,Pcmtd1,chr1,37175,37175,0.29695889566356287
ImmGenATAC1219.peak_401,Pcmtd1,chr1,48095,48095,0.8691528174950816
ImmGenATAC1219.peak_402,Pcmtd1,chr1,49519,49519,0.35748507031992316
ImmGenATAC1219.peak_403,Pcmtd1,chr1,50830,50830,0.2578207669769921
ImmGenATAC1219.peak_404,Pcmtd1,chr1,51768,51768,0.3937356460796276
ImmGenATAC1219.peak_405,Pcmtd1,chr1,52744,52744,0.19002382898620263
ImmGenATAC1219.peak_406,Pcmtd1,chr1,54745,54745,0.4180124990838965
ImmGenATAC1219.peak_407,Pcmtd1,chr1,58045,58045,0.5912417387597512
ImmGenATAC1219.peak_408,Pcmtd1,chr1,58306,58306,0.5564718527612107
ImmGenATAC1219.peak_409,Pcmtd1,chr1,64712,64712,-0.2896282731387019
ImmGenATAC1219.peak_410,Pcmtd1,chr1,66486,66486,0.2243537432467418
ImmGenATAC1219.peak_411,Pcmtd1,chr1,69434,69434,0.042442911613591955
ImmGenATAC1219.peak_412,Pcmtd1,chr1,74719,74719,0.008858803250634461
ImmGenATAC1219.peak_413,Pcmtd1,chr1,75027,75027,0.7116582648640506
ImmGenATAC1219.peak_414,Pcmtd1,chr1,76608,76608,0.4051800138370558
ImmGenATAC1219.peak_415,Pcmtd1,chr1,76879,76879,0.5549320540614014
ImmGenATAC1219.peak_416,Pcmtd1,chr1,79528,79528,0.43944418939835544
ImmGenATAC1219.peak_417,Pcmtd1,chr1,85235,85235,-0.4942488464426091
ImmGenATAC1219.peak_418,Pcmtd1,chr1,91318,91318,-0.12255480197143938
ImmGenATAC1219.peak_498,Sntg1,chr1,-90551,90551,0.6770359311269032
ImmGenATAC1219.peak_499,Sntg1,chr1,-75277,75277,-0.2488989547045132
ImmGenATAC1219.peak_500,Sntg1,chr1,-62214,62214,-0.4012701953070284
ImmGenATAC1219.peak_501,Sntg1,chr1,-51668,51668,0.3037602974063301
ImmGenATAC1219.peak_502,Sntg1,chr1,-51304,51304,0.6935012889979465
ImmGenATAC1219.peak_503,Sntg1,chr1,-50804,50804,0.005876211337845644
ImmGenATAC1219.peak_504,Sntg1,chr1,-46804,46804,-0.38915387286775377
ImmGenATAC1219.peak_505,Sntg1,chr1,-45611,45611,-0.19687858349113643
ImmGenATAC1219.peak_506,Sntg1,chr1,-42626,42626,0.4750204951484585
ImmGenATAC1219.peak_507,Sntg1,chr1,-1274,1274,0.06445567393838689
ImmGenATAC1219.peak_508,Sntg1,chr1,-611,611,0.29810606289622593
ImmGenATAC1219.peak_509,Sntg1,chr1,-227,227,0.3397710472173664
ImmGenATAC1219.peak_510,Sntg1,chr1,58,58,-0.22508815045595387
ImmGenATAC1219.peak_511,Sntg1,chr1,98270,98270,-0.4770114195854436
ImmGenATAC1219.peak_709,Arfgef1,chr1,-81879,81879,0.28152833595064963
ImmGenATAC1219.peak_710,Arfgef1,chr1,-54884,54884,0.22329172831284547
ImmGenATAC1219.peak_711,Arfgef1,chr1,-50699,50699,-0.2097908004142167
ImmGenATAC1219.peak_712,Arfgef1,chr1,-26638,26638,0.5528502107919167
ImmGenATAC1219.peak_713,Arfgef1,chr1,-21644,21644,0.660058723466888
ImmGenATAC1219.peak_714,Arfgef1,chr1,-21132,21132,0.7027656131773329
ImmGenATAC1219.peak_715,Arfgef1,chr1,-15880,15880,0.6607936683226148
ImmGenATAC1219.peak_716,Arfgef1,chr1,-15555,15555,0.7578923160570575
ImmGenATAC1219.peak_717,Arfgef1,chr1,-15129,15129,0.7561235530245125
ImmGenATAC1219.peak_718,Arfgef1,chr1,-12350,12350,0.8157535614879757
ImmGenATAC1219.peak_719,Arfgef1,chr1,-9908,9908,-0.10378732493817515
ImmGenATAC1219.peak_720,Arfgef1,chr1,-7046,7046,-0.6517114596853031
ImmGenATAC1219.peak_721,Arfgef1,chr1,-5615,5615,-0.063703476235881
ImmGenATAC1219.peak_722,Arfgef1,chr1,-3465,3465,-0.7857999261366386
ImmGenATAC1219.peak_723,Arfgef1,chr1,-862,862,-0.5097269640796469
ImmGenATAC1219.peak_724,Arfgef1,chr1,-523,523,-0.059788488258726326
ImmGenATAC1219.peak_725,Arfgef1,chr1,-265,265,-0.17264270500454032
ImmGenATAC1219.peak_726,Arfgef1,chr1,36,36,0.17361025710277175
ImmGenATAC1219.peak_727,Arfgef1,chr1,347,347,0.4537584431962832
ImmGenATAC1219.peak_728,Arfgef1,chr1,701,701,-0.29429831937252304
ImmGenATAC1219.peak_729,Arfgef1,chr1,6619,6619,-0.19988597056848126
ImmGenATAC1219.peak_730,Arfgef1,chr1,19622,19622,0.456280433669746
ImmGenATAC1219.peak_731,Arfgef1,chr1,21854,21854,0.7469829835346989
ImmGenATAC1219.peak_732,Arfgef1,chr1,22546,22546,0.6230553608048316
ImmGenATAC1219.peak_733,Arfgef1,chr1,22896,22896,0.5796276411000573
ImmGenATAC1219.peak_734,Arfgef1,chr1,24269,24269,0.03773314690238504
ImmGenATAC1219.peak_735,Arfgef1,chr1,24726,24726,0.6017782850626742
ImmGenATAC1219.peak_736,Arfgef1,chr1,25018,25018,0.8459366478821833
ImmGenATAC1219.peak_737,Arfgef1,chr1,28653,28653,-0.3093595220074577
ImmGenATAC1219.peak_738,Arfgef1,chr1,28944,28944,0.6689396375009586
ImmGenATAC1219.peak_739,Arfgef1,chr1,29701,29701,-0.6664682557063099
ImmGenATAC1219.peak_740,Arfgef1,chr1,30454,30454,-0.40144925872139364
ImmGenATAC1219.peak_741,Arfgef1,chr1,32830,32830,-0.5231245278640997
ImmGenATAC1219.peak_742,Arfgef1,chr1,34019,34019,-0.30968790111865463
ImmGenATAC1219.peak_743,Arfgef1,chr1,34362,34362,0.5268194275950608
ImmGenATAC1219.peak_744,Arfgef1,chr1,35804,35804,-0.055782798164651384
ImmGenATAC1219.peak_745,Arfgef1,chr1,36223,36223,-0.2966830071307157
ImmGenATAC1219.peak_746,Arfgef1,chr1,36748,36748,0.009833515444946959
ImmGenATAC1219.peak_747,Arfgef1,chr1,47675,47675,-0.43119046606265626
ImmGenATAC1219.peak_748,Arfgef1,chr1,47979,47979,-0.26864775898388665
ImmGenATAC1219.peak_749,Arfgef1,chr1,52105,52105,0.4935905233071078
ImmGenATAC1219.peak_750,Arfgef1,chr1,52370,52370,0.6591295380926645
ImmGenATAC1219.peak_751,Arfgef1,chr1,53063,53063,0.18728279627306887
ImmGenATAC1219.peak_752,Arfgef1,chr1,64381,64381,-0.006460583763629241
ImmGenATAC1219.peak_753,Arfgef1,chr1,69965,69965,-0.40807889782994494
ImmGenATAC1219.peak_754,Arfgef1,chr1,71902,71902,0.6922858198722275
ImmGenATAC1219.peak_755,Arfgef1,chr1,82293,82293,-0.5005974256865389
ImmGenATAC1219.peak_756,Arfgef1,chr1,82552,82552,-0.30234263175345805
ImmGenATAC1219.peak_757,Arfgef1,chr1,91274,91274,-0.018110080422162663
ImmGenATAC1219.peak_758,Arfgef1,chr1,92482,92482,0.06096490548445754
ImmGenATAC1219.peak_759,Arfgef1,chr1,92853,92853,0.3916742042905289
ImmGenATAC1219.peak_760,Arfgef1,chr1,93280,93280,0.4524053220875411
ImmGenATAC1219.peak_761,Arfgef1,chr1,96517,96517,-0.596984272989039
ImmGenATAC1219.peak_762,Arfgef1,chr1,96828,96828,0.3919284398146136
ImmGenATAC1219.peak_763,Arfgef1,chr1,97930,97930,0.30168302838379435
ImmGenATAC1219.peak_764,Arfgef1,chr1,98585,98585,-0.3294615424446668
ImmGenATAC1219.peak_765,Arfgef1,chr1,98929,98929,-0.19064382451591902
ImmGenATAC1219.peak_782,Cpa6,chr1,-96400,96400,-0.046187213340432326
ImmGenATAC1219.peak_783,Cpa6,chr1,-96006,96006,0.4526264387663905
ImmGenATAC1219.peak_784,Cpa6,chr1,-19725,19725,-0.42494598120952864
ImmGenATAC1219.peak_785,Cpa6,chr1,-13220,13220,-0.2893088273010128
ImmGenATAC1219.peak_786,Cpa6,chr1,30885,30885,-0.399725982544234
ImmGenATAC1219.peak_787,Cpa6,chr1,37377,37377,-0.03724865167199923
ImmGenATAC1219.peak_788,Cpa6,chr1,39820,39820,-0.21624468626055407
ImmGenATAC1219.peak_814,Prex2,chr1,-297995,297995,0.1116006305751653
ImmGenATAC1219.peak_815,Prex2,chr1,-273113,273113,0.4570864593972614
ImmGenATAC1219.peak_816,Prex2,chr1,-272858,272858,-0.19742833760399423
ImmGenATAC1219.peak_817,Prex2,chr1,-270699,270699,0.5021727406470816
ImmGenATAC1219.peak_818,Prex2,chr1,-270442,270442,0.2721439875485957
ImmGenATAC1219.peak_819,Prex2,chr1,-270100,270100,0.03264755644445144
ImmGenATAC1219.peak_820,Prex2,chr1,-269597,269597,0.3005290595362789
ImmGenATAC1219.peak_821,Prex2,chr1,-267965,267965,-0.3362059647636074
ImmGenATAC1219.peak_822,Prex2,chr1,-266937,266937,-0.022964773183275278
ImmGenATAC1219.peak_823,Prex2,chr1,-262268,262268,0.5801150135423027
ImmGenATAC1219.peak_824,Prex2,chr1,-260730,260730,-0.5013849085464934
ImmGenATAC1219.peak_825,Prex2,chr1,-252660,252660,-0.3269103079207753
ImmGenATAC1219.peak_826,Prex2,chr1,-252024,252024,-0.27878123559597157
ImmGenATAC1219.peak_827,Prex2,chr1,-246509,246509,-0.24787204361671297
ImmGenATAC1219.peak_828,Prex2,chr1,-244409,244409,0.08238859565224653
ImmGenATAC1219.peak_829,Prex2,chr1,-236875,236875,-0.38838998651441803
ImmGenATAC1219.peak_830,Prex2,chr1,-230363,230363,0.11215800810267851
ImmGenATAC1219.peak_831,Prex2,chr1,-216922,216922,-0.009011340403523417
ImmGenATAC1219.peak_832,Prex2,chr1,-216450,216450,0.5323330744981362
ImmGenATAC1219.peak_833,Prex2,chr1,-215434,215434,-0.21401444653534799
ImmGenATAC1219.peak_834,Prex2,chr1,-208175,208175,0.13727154833070657
ImmGenATAC1219.peak_835,Prex2,chr1,-198615,198615,0.125306212122545
ImmGenATAC1219.peak_836,Prex2,chr1,-185981,185981,0.28536396100046163
ImmGenATAC1219.peak_837,Prex2,chr1,-183195,183195,-0.5142994882860165
ImmGenATAC1219.peak_838,Prex2,chr1,-182918,182918,-0.24359783892478257
ImmGenATAC1219.peak_853,Prex2,chr1,-55437,55437,0.07196838276253958
ImmGenATAC1219.peak_854,Prex2,chr1,-53168,53168,-0.5086381487571221
ImmGenATAC1219.peak_855,Prex2,chr1,-46164,46164,-0.13332073826785434
ImmGenATAC1219.peak_856,Prex2,chr1,-35108,35108,0.5147610227286256
ImmGenATAC1219.peak_857,Prex2,chr1,-34416,34416,-0.06354425989624443
ImmGenATAC1219.peak_858,Prex2,chr1,-33943,33943,0.7408737279840814
ImmGenATAC1219.peak_859,Prex2,chr1,-31856,31856,0.13387151096388514
ImmGenATAC1219.peak_860,Prex2,chr1,-29884,29884,-0.08564451698798194
ImmGenATAC1219.peak_861,Prex2,chr1,-13192,13192,-0.3215962912852239
ImmGenATAC1219.peak_862,Prex2,chr1,8230,8230,0.6247643255781371
ImmGenATAC1219.peak_863,Prex2,chr1,26324,26324,0.35638891760706454
ImmGenATAC1219.peak_864,Prex2,chr1,31341,31341,-0.09306010541059356
ImmGenATAC1219.peak_865,Prex2,chr1,32217,32217,-0.23776036285063323
ImmGenATAC1219.peak_872,A830018L16Rik,chr1,123,123,-0.4528286172951503
ImmGenATAC1219.peak_873,A830018L16Rik,chr1,404,404,-0.13724848410172352
ImmGenATAC1219.peak_874,A830018L16Rik,chr1,2319,2319,0.05576307513837155
ImmGenATAC1219.peak_875,A830018L16Rik,chr1,13807,13807,-0.020691735783316303
ImmGenATAC1219.peak_876,A830018L16Rik,chr1,43403,43403,0.775719815003572
ImmGenATAC1219.peak_877,A830018L16Rik,chr1,44391,44391,-0.1528651175636044
ImmGenATAC1219.peak_878,A830018L16Rik,chr1,56424,56424,-0.20587500795775954
ImmGenATAC1219.peak_879,A830018L16Rik,chr1,98930,98930,0.2352502693210237
ImmGenATAC1219.peak_959,Sulf1,chr1,49826,49826,-0.13010589535861095
ImmGenATAC1219.peak_960,Sulf1,chr1,53048,53048,-0.3528051573870084
ImmGenATAC1219.peak_961,Sulf1,chr1,54205,54205,-0.5084623929326341
ImmGenATAC1219.peak_962,Sulf1,chr1,57804,57804,0.17334036951138204
ImmGenATAC1219.peak_963,Sulf1,chr1,58579,58579,-0.4493464737135715
ImmGenATAC1219.peak_964,Sulf1,chr1,59079,59079,-0.02501421342076548
ImmGenATAC1219.peak_965,Sulf1,chr1,96602,96602,-0.16779742006505993
ImmGenATAC1219.peak_991,Slco5a1,chr1,-85563,85563,-0.4574823020049622
ImmGenATAC1219.peak_992,Slco5a1,chr1,-85096,85096,-0.652220296312496
ImmGenATAC1219.peak_993,Slco5a1,chr1,-84358,84358,0.2929390860438849
ImmGenATAC1219.peak_994,Slco5a1,chr1,-77630,77630,-0.0385057684493783
ImmGenATAC1219.peak_995,Slco5a1,chr1,-55180,55180,-0.3079895419634875
ImmGenATAC1219.peak_996,Slco5a1,chr1,-50679,50679,0.3022870501154811
ImmGenATAC1219.peak_997,Slco5a1,chr1,-48528,48528,-0.10584142114042625
ImmGenATAC1219.peak_998,Slco5a1,chr1,-41169,41169,0.051827473748335316
ImmGenATAC1219.peak_999,Slco5a1,chr1,-36762,36762,-0.0947762488870837
ImmGenATAC1219.peak_1000,Slco5a1,chr1,-32444,32444,0.2855099798472328
ImmGenATAC1219.peak_1001,Slco5a1,chr1,-29835,29835,-0.030424245775759105
ImmGenATAC1219.peak_1002,Slco5a1,chr1,-24170,24170,0.558136352111172
ImmGenATAC1219.peak_1003,Slco5a1,chr1,-17566,17566,-0.4331861660799679
ImmGenATAC1219.peak_1004,Slco5a1,chr1,-13511,13511,0.5951068832415695
ImmGenATAC1219.peak_1005,Slco5a1,chr1,-11529,11529,0.7855053084609158
ImmGenATAC1219.peak_1006,Slco5a1,chr1,-7810,7810,-0.17966241656026144
ImmGenATAC1219.peak_1007,Slco5a1,chr1,-7167,7167,-0.2996982762498076
ImmGenATAC1219.peak_1008,Slco5a1,chr1,-739,739,-0.18265632726593742
ImmGenATAC1219.peak_1009,Slco5a1,chr1,-476,476,-0.07411758278449555
ImmGenATAC1219.peak_1010,Slco5a1,chr1,27,27,-0.26188538167839903
ImmGenATAC1219.peak_1011,Slco5a1,chr1,553,553,-0.19646093166057832
ImmGenATAC1219.peak_1012,Slco5a1,chr1,896,896,-0.2056693317364879
ImmGenATAC1219.peak_1013,Slco5a1,chr1,1164,1164,-0.17393240446253563
ImmGenATAC1219.peak_1014,Slco5a1,chr1,1627,1627,-0.18335089910641472
ImmGenATAC1219.peak_1015,Slco5a1,chr1,10647,10647,-0.11309781636751728
ImmGenATAC1219.peak_1016,Slco5a1,chr1,11180,11180,0.36966847811170456
ImmGenATAC1219.peak_1017,Slco5a1,chr1,11824,11824,0.05452585155943461
ImmGenATAC1219.peak_1018,Slco5a1,chr1,13927,13927,-0.2684803811067668
ImmGenATAC1219.peak_1019,Slco5a1,chr1,14692,14692,0.04128932368182505
ImmGenATAC1219.peak_1020,Slco5a1,chr1,15611,15611,-0.680266899536109
ImmGenATAC1219.peak_1021,Slco5a1,chr1,16099,16099,-0.07192242074924778
ImmGenATAC1219.peak_1022,Slco5a1,chr1,18045,18045,-0.6764749042415554
ImmGenATAC1219.peak_1023,Slco5a1,chr1,18830,18830,-0.39665894748577685
ImmGenATAC1219.peak_1024,Slco5a1,chr1,21673,21673,-0.09395239656768617
ImmGenATAC1219.peak_1025,Slco5a1,chr1,35591,35591,-0.10945949990881794
ImmGenATAC1219.peak_1039,Prdm14,chr1,-23060,23060,0.5446303880528163
ImmGenATAC1219.peak_1040,Prdm14,chr1,-22810,22810,0.7243840894733709
ImmGenATAC1219.peak_1041,Prdm14,chr1,-22192,22192,-0.15936304310737479
ImmGenATAC1219.peak_1042,Prdm14,chr1,-16466,16466,0.17830996445408276
ImmGenATAC1219.peak_1043,Prdm14,chr1,-9257,9257,-0.512508406050519
ImmGenATAC1219.peak_1044,Prdm14,chr1,-1895,1895,-0.1473008981028649
ImmGenATAC1219.peak_1045,Prdm14,chr1,-1383,1383,-0.3207665520351835
